item_fat_content,item_identifier,item_type,outlet_establishment_year,outlet_identifier,outlet_location_type,outlet_size,outlet_type,item_visibility,item_weight,sales,rating
Regular,FDD44,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.07872,8.05,258.5646,4.0
Regular,FDK08,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.122803,9.195,100.1016,4.0
Regular,FDZ43,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.057291,11.0,242.7512,4.0
Regular,FDO20,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.152748,12.85,252.0382,4.0
Regular,FDC21,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.043134,14.6,109.7254,4.0
Regular,FDZ31,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.113678,15.35,189.7504,4.0
Regular,FDT56,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.116063,16.0,59.1246,4.0
Regular,FDH20,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.025051,16.1,97.141,4.0
Regular,FDW32,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.094681,18.35,86.2882,4.0
Regular,FDX07,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.0,19.2,184.595,4.0
Regular,FDJ20,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.100583,20.7,123.5388,4.0
Regular,FDP31,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.162163,21.1,62.2168,4.0
Regular,FDR51,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.174176,9.035,148.9708,4.0
Regular,FDT51,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.010963,11.65,110.9544,4.0
Regular,FDJ55,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.023627,12.8,223.2404,4.0
Regular,FDO15,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.008601,16.75,73.7038,4.0
Regular,FDJ27,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.122373,17.7,101.5674,4.0
Regular,FDU03,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.091951,18.7,184.2292,4.0
Regular,FDZ39,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.018098,19.7,104.599,4.0
Regular,FDG33,Seafood,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.140812,5.365,173.5764,4.0
Regular,FDI09,Seafood,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.129864,20.75,240.188,4.0
Regular,FDG10,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.010984,6.63,55.4588,4.0
Regular,FDC22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.136984,6.89,192.682,4.0
Regular,FDU33,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.135259,7.63,47.2402,4.0
Regular,FDT33,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.034129,7.81,165.1158,4.0
Regular,FDJ33,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.088682,8.895,121.973,4.0
Regular,FDV33,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.027455,9.6,258.1304,4.0
Regular,FDB46,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.094146,10.5,210.8244,4.0
Regular,FDB58,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.013551,10.5,142.0154,4.0
Regular,FDV34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.011472,10.695,75.2038,4.0
Regular,FDM09,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.086282,11.15,170.579,4.0
Regular,FDG34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.037723,11.5,109.5254,4.0
Regular,FDJ34,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.094037,11.8,124.5704,4.0
Regular,FDO22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.017932,13.5,78.796,4.0
Regular,FDN58,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.057104,13.8,232.6984,4.0
Regular,FDP22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.099536,14.65,52.2666,4.0
Regular,FDN22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.138869,18.85,251.8724,4.0
Regular,FDR22,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.018638,19.35,110.2544,4.0
Regular,DRA59,Soft Drinks,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.128449,8.27,186.5924,4.0
Regular,FDE11,Starchy Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.135646,17.7,186.0924,4.0
Regular,FDG35,Starchy Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.00707,21.2,175.7738,4.0
Regular,FDN50,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.026628,16.85,93.712,4.0
Regular,FDH26,Canned,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.034841,19.25,141.1496,4.0
Regular,FDG56,Fruits and Vegetables,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.071744,13.3,59.7536,4.0
Regular,FDM15,Meat,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.057655,11.8,152.6366,4.0
Regular,FDX57,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.047459,17.25,95.8068,4.0
Regular,FDD10,Snack Foods,2022.0,OUT018,Tier 3,Medium,Supermarket Type2,0.046208,20.6,178.0344,4.0
Low Fat,FDW36,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.056657,12.6,106.2622,4.0
Low Fat,FDS47,Breads,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,87.6856,4.0
Low Fat,FDU08,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.027183,12.6,99.7042,4.0
Low Fat,NCP29,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,64.2168,4.0
Low Fat,NCS29,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.069209,12.6,264.0884,4.0
Low Fat,NCE43,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.102941,12.6,171.2448,4.0
Low Fat,NCJ30,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.08025,12.6,168.679,4.0
Low Fat,NCY06,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.060889,12.6,130.1968,4.0
Low Fat,FDS51,Meat,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.032025,12.6,62.7194,4.0
Low Fat,NCJ31,Others,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.181769,12.6,240.6196,4.0
Low Fat,FDA57,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.039452,12.6,39.548,4.0
Low Fat,FDU34,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.074831,12.6,125.9046,4.0
Low Fat,DRG36,Soft Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.094916,12.6,172.3106,4.0
Low Fat,DRM37,Soft Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.095931,12.6,198.5768,4.0
Low Fat,FDF12,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.082029,12.6,148.6076,4.0
Low Fat,FDG60,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.060406,12.6,234.5616,4.0
Low Fat,FDL36,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.075707,12.6,88.183,4.0
Low Fat,FDP24,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.082602,12.6,120.9756,4.0
Low Fat,FDQ12,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.035239,12.6,231.601,4.0
Low Fat,FDR60,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.129784,12.6,78.2328,4.0
Low Fat,FDU36,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,100.1384,4.0
Low Fat,FDY36,Baking Goods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.009365,12.6,74.238,4.0
Low Fat,FDR47,Breads,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.087045,12.6,196.7794,4.0
Low Fat,FDT59,Breads,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.015834,12.6,228.5668,4.0
Low Fat,FDW11,Breads,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.048546,12.6,60.1194,4.0
Low Fat,FDQ37,Breakfast,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.088828,12.6,192.2478,4.0
Low Fat,FDA49,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.064607,12.6,87.4198,4.0
Low Fat,FDE02,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.120663,12.6,95.6778,4.0
Low Fat,FDI26,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.034718,12.6,179.4344,4.0
Low Fat,FDL26,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.072838,12.6,155.2972,4.0
Low Fat,FDO25,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.126832,12.6,209.027,4.0
Low Fat,FDQ13,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.01059,12.6,84.6908,4.0
Low Fat,FDT49,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.150672,12.6,104.728,4.0
Low Fat,FDW25,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.037218,12.6,86.8224,4.0
Low Fat,FDW37,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.12345,12.6,89.7488,4.0
Low Fat,FDX01,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.024047,12.6,115.515,4.0
Low Fat,FDX37,Canned,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.062724,12.6,100.57,4.0
Low Fat,DRF03,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.045089,12.6,39.7138,4.0
Low Fat,DRH39,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.092241,12.6,75.867,4.0
Low Fat,DRJ39,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.03615,12.6,219.5482,4.0
Low Fat,FDA15,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.015945,12.6,249.5092,4.0
Low Fat,FDM39,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.053212,12.6,177.6002,4.0
Low Fat,FDV38,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.101281,12.6,55.0956,4.0
Low Fat,FDX26,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.087383,12.6,180.4292,4.0
Low Fat,FDX50,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.074266,12.6,109.5228,4.0
Low Fat,FDY27,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.031744,12.6,179.1344,4.0
Low Fat,FDZ15,Dairy,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.02077,12.6,117.5782,4.0
Low Fat,FDC28,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.054721,12.6,107.8254,4.0
Low Fat,FDC41,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.116347,12.6,76.867,4.0
Low Fat,FDD53,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.044008,12.6,43.7454,4.0
Low Fat,FDE16,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.026216,12.6,207.5954,4.0
Low Fat,FDE29,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.142436,12.6,62.3878,4.0
Low Fat,FDF05,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.026741,12.6,261.291,4.0
Low Fat,FDF41,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.130545,12.6,248.046,4.0
Low Fat,FDG40,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.039631,12.6,31.9558,4.0
Low Fat,FDJ28,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,190.9162,4.0
Low Fat,FDJ53,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.070913,12.6,121.5098,4.0
Low Fat,FDK04,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.052059,12.6,55.5588,4.0
Low Fat,FDK16,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.114771,12.6,93.9094,4.0
Low Fat,FDK40,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.021744,12.6,263.191,4.0
Low Fat,FDL40,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.011557,12.6,94.741,4.0
Low Fat,FDO28,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.071948,12.6,121.6098,4.0
Low Fat,FDP04,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.013746,12.6,62.0168,4.0
Low Fat,FDQ52,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.118807,12.6,248.8434,4.0
Low Fat,FDS40,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.013952,12.6,36.719,4.0
Low Fat,FDS52,Frozen Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.005448,12.6,102.1016,4.0
Low Fat,FDA43,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.064363,12.6,193.7794,4.0
Low Fat,FDA44,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.052965,12.6,57.793,4.0
Low Fat,FDB21,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,242.9854,4.0
Low Fat,FDC45,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.135076,12.6,170.3106,4.0
Low Fat,FDD09,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.021392,12.6,182.0976,4.0
Low Fat,FDE21,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,115.3492,4.0
Low Fat,FDF20,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.033059,12.6,196.4768,4.0
Low Fat,FDH57,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.035574,12.6,131.4284,4.0
Low Fat,FDI32,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.173529,12.6,113.2834,4.0
Low Fat,FDI44,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.099747,12.6,75.2328,4.0
Low Fat,FDI56,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.092933,12.6,91.0146,4.0
Low Fat,FDK44,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.121636,12.6,175.4738,4.0
Low Fat,FDL56,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.125172,12.6,88.9198,4.0
Low Fat,FDN44,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.022685,12.6,161.592,4.0
Low Fat,FDS55,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.080771,12.6,146.4734,4.0
Low Fat,FDU55,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.035737,12.6,260.6278,4.0
Low Fat,FDV08,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.028456,12.6,43.5454,4.0
Low Fat,FDW56,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.070557,12.6,191.2162,4.0
Low Fat,FDX20,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.042354,12.6,227.272,4.0
Low Fat,FDX44,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.042758,12.6,88.4172,4.0
Low Fat,FDZ19,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.093002,12.6,177.7712,4.0
Low Fat,FDZ55,Fruits and Vegetables,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.025286,12.6,158.792,4.0
Low Fat,DRH11,Hard Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.075192,12.6,56.0614,4.0
Low Fat,DRI59,Hard Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.040637,12.6,224.6088,4.0
Low Fat,DRK35,Hard Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.071499,12.6,37.7506,4.0
Low Fat,NCD42,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,37.3506,4.0
Low Fat,NCK53,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,100.8042,4.0
Low Fat,NCL05,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.047666,12.6,42.177,4.0
Low Fat,NCM29,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.017557,12.6,129.9626,4.0
Low Fat,NCP05,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.025164,12.6,152.6024,4.0
Low Fat,NCP53,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.032731,12.6,235.6906,4.0
Low Fat,NCQ05,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,152.0708,4.0
Low Fat,NCR05,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.054366,12.6,199.6084,4.0
Low Fat,NCR17,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.024265,12.6,114.0492,4.0
Low Fat,NCR29,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.054376,12.6,56.293,4.0
Low Fat,NCR41,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.017937,12.6,93.7094,4.0
Low Fat,NCS17,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.080112,12.6,94.6436,4.0
Low Fat,NCS41,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.053185,12.6,182.9608,4.0
Low Fat,NCT17,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.041663,12.6,188.6214,4.0
Low Fat,NCW41,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.015376,12.6,156.9604,4.0
Low Fat,NCX05,Health and Hygiene,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.096592,12.6,117.4492,4.0
Low Fat,NCB31,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.1181,12.6,262.891,4.0
Low Fat,NCB43,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.099428,12.6,187.8898,4.0
Low Fat,NCC07,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.023835,12.6,103.3964,4.0
Low Fat,NCD18,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.072317,12.6,230.2668,4.0
Low Fat,NCD31,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.01536,12.6,163.7526,4.0
Low Fat,NCD54,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.028868,12.6,146.3786,4.0
Low Fat,NCE31,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.183948,12.6,33.6216,4.0
Low Fat,NCF18,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.088552,12.6,191.5504,4.0
Low Fat,NCG06,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.029303,12.6,256.1646,4.0
Low Fat,NCH18,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.044445,12.6,245.2802,4.0
Low Fat,NCH30,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.066829,12.6,114.186,4.0
Low Fat,NCH42,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.03636,12.6,231.601,4.0
Low Fat,NCI54,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.033436,12.6,107.3912,4.0
Low Fat,NCI55,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.012592,12.6,123.3414,4.0
Low Fat,NCJ43,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.026938,12.6,174.1396,4.0
Low Fat,NCK42,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.013056,12.6,215.9192,4.0
Low Fat,NCM06,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.075361,12.6,155.6656,4.0
Low Fat,NCM18,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.082441,12.6,61.3194,4.0
Low Fat,NCO42,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.024536,12.6,144.6102,4.0
Low Fat,NCQ06,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.041622,12.6,253.6014,4.0
Low Fat,NCS38,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,115.2176,4.0
Low Fat,NCS54,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.009945,12.6,177.837,4.0
Low Fat,NCV06,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.066358,12.6,195.2478,4.0
Low Fat,NCW18,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.059038,12.6,237.7248,4.0
Low Fat,NCW42,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.058186,12.6,220.8456,4.0
Low Fat,NCX30,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.026492,12.6,247.2776,4.0
Low Fat,NCY18,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.031001,12.6,177.0054,4.0
Low Fat,NCY54,Household,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.176834,12.6,172.1422,4.0
Low Fat,FDJ07,Meat,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.014354,12.6,115.515,4.0
Low Fat,FDN27,Meat,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.039371,12.6,116.9808,4.0
Low Fat,FDP39,Meat,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.069089,12.6,52.3324,4.0
Low Fat,NCN43,Others,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.006727,12.6,125.173,4.0
Low Fat,NCP50,Others,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.02046,12.6,81.7618,4.0
Low Fat,FDF33,Seafood,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,109.4596,4.0
Low Fat,FDA46,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.117066,12.6,196.1136,4.0
Low Fat,FDB22,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.110901,12.6,155.0998,4.0
Low Fat,FDF46,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.093218,12.6,116.7834,4.0
Low Fat,FDH33,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,44.1428,4.0
Low Fat,FDI22,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.095747,12.6,208.6612,4.0
Low Fat,FDI33,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.028281,12.6,90.2146,4.0
Low Fat,FDJ22,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.052555,12.6,190.3504,4.0
Low Fat,FDJ46,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.044606,12.6,174.2054,4.0
Low Fat,FDK09,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.091319,12.6,230.7352,4.0
Low Fat,FDK22,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.02596,12.6,214.885,4.0
Low Fat,FDL22,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.036214,12.6,92.5488,4.0
Low Fat,FDL34,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.040748,12.6,140.2496,4.0
Low Fat,FDL45,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.037505,12.6,126.2704,4.0
Low Fat,FDM46,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.159193,12.6,92.712,4.0
Low Fat,FDN10,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0459,12.6,118.9124,4.0
Low Fat,FDQ09,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.057851,12.6,113.2834,4.0
Low Fat,FDQ10,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.033019,12.6,170.4422,4.0
Low Fat,FDQ33,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.0,12.6,151.6708,4.0
Low Fat,FDQ57,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.027812,12.6,147.476,4.0
Low Fat,FDR09,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.077348,12.6,259.7962,4.0
Low Fat,FDR46,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.138743,12.6,147.476,4.0
Low Fat,FDS57,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.102941,12.6,142.047,4.0
Low Fat,FDT58,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.085538,12.6,169.2816,4.0
Low Fat,FDX58,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.043552,12.6,184.495,4.0
Low Fat,FDY21,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.172641,12.6,195.111,4.0
Low Fat,FDY46,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.047658,12.6,188.3898,4.0
Low Fat,FDZ33,Snack Foods,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.106877,12.6,146.7076,4.0
Low Fat,DRB01,Soft Drinks,2018.0,OUT027,Tier 3,Medium,Supermarket Type3,0.081841,12.6,190.053,4.0
